crawlid,url,userinfo,message,pros,cons,title,make,model
3077,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14665&search=MostUseful&num=25&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Marcus","Aside from the MyFord touch which should be technological masterpiece this vehicle is a joy for me to drive. It puts a smile on my face every time I get behind the wheel. I love it!! ","Power is on tap. As soon as I hit the throttle it moves. Great sound system. Very comfortable ride. 
","The MyFord touch is a big disappointment. Very frustrating….if you can tolerate this systems glitches every so often you’ll love this vehicle just for the ride quality. 
","""A cutting Edge above the rest"" by Marcus on 01/13/2012. Trim: 2012 Ford Edge Sport FWD, Owned 1 year. 2 ","2012 Ford",Edge
3078,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14665&search=MostUseful&num=25&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Homer","My grandaughter loves the small sporty cars and drove my Edge to her job while it was snowing. She loved it and offered to trade me. I would recommend this to anyone. ","I bought mine used (20,000 miles) with most of the bells and whistles. If there were any problems with the touch system, they were corrected before I bought it. I loved the old V8 cars and had many. This V6 has more power than any of them. The ride is great and the seats are extremely comfortable. The navigation system works great after I learned how to use it. The backup camera is extremely useful. The moon roof is great except in hot weather with the sun straight up. But then that's why they allow you to close it. The style is great. I tried out many others before I bought this one. There is no comparison. This one is the best. 
","A little noisy on the highway. I wish it had the cooled seats. 
","The best Crossover SUV ever. by Homer on 06/27/2013. Trim: 2012 Ford Edge Limited AWD, Owned less than 1 year. 1 ","2012 Ford",Edge
3079,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14665&search=MostUseful&num=25&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Michael","Bought one for my daughter in 2009Got mine in 2011 - would buy again! ","The Sync is great - took some getting use to 
","Average 17mp in city 24-26 highway - would like a little better mileage 
","2nd Edge by Michael on 10/16/2012. Trim: 2012 Ford Edge Limited FWD, Owned 1 year. 1 ","2012 Ford",Edge
3080,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14665&search=MostUseful&num=25&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Horse Mom from Syracuse!","Very good car, good on gas too! ","Wonderfull in the winter. Hugs the road. Love this car! 
","Not fond of the headrests. The stearing is a little tight. 
","Exceptional Crossover by Horse Mom from Syracuse! on 11/08/2013. Trim: 2012 Ford Edge SEL AWD, Owned 1 year. Useful? ","2012 Ford",Edge
3081,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14665&search=MostUseful&num=25&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y nana","I would buy this car again!!! ","I fell in love with the shape of the Edge. It has so many gadget. Also where I bought the car everone was great!!! 
","Too many gadgets to learn, but with time I am sure I will get it. 
","awsome crossover by nana on 09/15/2012. Trim: 2012 Ford Edge Limited AWD, Owned less than 1 year. Useful? ","2012 Ford",Edge
3082,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14665&search=MostUseful&num=25&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Bob","Quality vehicle that feels like a luxury automobile. ","It drives and rides like a luxury automobile. Very roomy. I am 6' 4"" tall and with the drivers seat all the way back, there is plenty of room in the back seat. 
","Blind spots in rear but rear view camera takes care of the problem. 
","The finest AWD vehicle I have ever owned. by Bob on 06/03/2012. Trim: 2012 Ford Edge SEL AWD, Owned less than 1 year. Useful? ","2012 Ford",Edge
3083,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14665&search=MostUseful&num=25&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y kathryn4116","Try one, that's about the only thing I can recommend. You may be pleasantly surprised. ","WOW! I am a luxury car fan, and this SUV will not disappoint anyone - I have the Ecoboost limited model, while the price rivaled my beloved BMW, the ride is SUPERIOR. Solid handling and smooth ride will spoil you. It has enough tweaked out gadgets to make your tech geek side satisfied. I selected the 12 model over the 13 because they were marking them down so much, it didn't make financial sense to not go with the 12, so I've only had it for 2 weeks - but I love everything about it so far. 
","Mileage has been hovering around the 23 mpg (I only do city driving), so while there were better mileage vehicles around, I'm still happy. Traded in my 2010 Escape and got about the same mpg. 
","Try it, you'll love it by kathryn4116 on 05/22/2012. Trim: 2012 Ford Edge Limited FWD, Owned less than 1 year. Useful? ","2012 Ford",Edge
3084,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14665&search=MostUseful&num=25&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Vivian","A great car for any gender, any age and any size. ","This is my second Edge and I love it! It has everything I need and want in a automobile - not too large and not too small. The seats flip down for me and the GPS system by Sync is really great once you get the hang of using it. Hands free is really nice (had it in my older Edge) especially when you are driving by yourself. A great car for a lady. 
","I guess I'd always like more gas miles. 
","""The Fitting Edge"" by Vivian on 05/18/2012. Trim: 2012 Ford Edge Limited FWD, Owned less than 1 year. Useful? ","2012 Ford",Edge
3085,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14665&search=MostUseful&num=25&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y An MSN Autos ","After 2000 miles my 2012 Edge LTD is everything I expected from this vehicle. The average gas milage is 22 mpg with the V6. The ride is very comfortable and handling is excellent. I do not have the nav system, so MFT is working without issues. ","Comfotable; Very good handling. Very nice ride, Plenty of gadgets; Roomy; Adjustable Ambient Lighting is a nice feature 
","Second row seats a little uncomfortable; Takes a little getting used to the stearing wheel controls. 
","Really Like the New Ride by An MSN Autos Consumer on 05/03/2012. Trim: 2012 Ford Edge Limited FWD, Owned less than 1 year. Useful? ","2012 Ford",Edge
3086,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14665&search=MostUseful&num=25&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Diane from Pennsylvania","Awesome vehicle. Once you drive it, you will want it. ","Love this Edge! Makes you feel safe. Awesome drive and comfort. Everyone keeps saying what a nice vehicle this is. Easy entrance and exit. Would recommend to anyone! Tried the traverse, durango, and grand cherokee. Edge won out easily! Tons of features. 
","Nothing so far. Hope it stays this way. 
","""AWESOME EDGE"" by Diane from Pennsylvania on 04/25/2012. Trim: 2012 Ford Edge SEL AWD, Owned less than 1 year. Useful? ","2012 Ford",Edge
3087,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14665&search=MostUseful&num=25&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Corey Phoenix","had this almost a month- traded my loaded 2010 expedition in for something with better gas mileage. I couldnt get into the Escape. I just kept going back to the Edge. I tried driving a Kia and a Hyundai... oye... back to the Edge. I am really happy with it. ","ecoboost engine surprised the heck out of me. I thought I was driving the v6. 
","massive blind spots in the rear corners 
","2012 Edge ecoboost by Corey Phoenix on 04/09/2012. Trim: 2012 Ford Edge SEL FWD, Owned less than 1 year. Useful? ","2012 Ford",Edge
3088,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14665&search=MostUseful&num=25&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y An MSN Autos ","Before I purchased my Edge, I would see them pass me on the road and noticed their good looks and style. Now that I have one, I am very pleased with my decision to lease an Edge. I highly recommend this vehicle to anyone who wants an up to date, tech saavy, roomy and comfortable vehicle with good fuel economy and all the perks of an SUV. ","I am thrilled with my 2012 Ford Edge! The styling is clean and attractive and even the base model is well equipped. My Edge drives, rides and handles like a much more expensive crossover/suv. The interior is well designed and attractive as well. In my view it is the perfect size all around vehicle. The sound system is top notch, and I am used to Bose. Ford really put a lot of thought and planning into this vehicle. I am fortunate to have a lease special offered on the base model in my area, monthly lease payment is a bit over $250 with 12,000 mi yearly. 
","Nothing so far. 
","An amazing overall mid-size SUV/crossover. by An MSN Autos Consumer on 04/02/2012. Owned less than 1 year. Useful? ","2012 Ford",Edge
3089,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14665&search=MostUseful&num=25&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Stacie","Although I was trying to avoid a car payment (was still driving aroung my old 2002 Ford Escape) when I test drove the Edge just to see what it was like....and ended up leaving with it that night - I loved it that much!!! I wish I had not waited so long to try it out. So far in my experience with any ford vehicle that I have had - I am not disappointed! ","I love this SUV!!! I just recently purchased one and already thinking of what color I will choose for the next one in a couple years down the road. The drive handles very, very smooth. Dont even remember that I am driving an SUV. Very easy to navigate and looks great too. Back space has plenty of room for my purposes. 
","At this time I can not think of any cons. 
","Amazing SUV - best choice I have made! by Stacie on 04/01/2012. Trim: 2012 Ford Edge SE FWD, Owned less than 1 year. Useful? ","2012 Ford",Edge
3090,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14665&search=MostUseful&num=25&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y An MSN Autos ","The Ford Edge is a 10 out of 10 ","Everything, It is an absolute gem.I have owned (2) MB M Class SUV,s This car compares very well and in some cases BETTER. 
","AT this point Nothing................. 
","Best Suv on the Market by An MSN Autos Consumer on 02/10/2012. Trim: 2012 Ford Edge Limited AWD, Owned less than 1 year. Useful? ","2012 Ford",Edge
3091,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14665&search=MostUseful&num=25&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Mark McCormack","Outstanding Vehicle; I will Definately stick with this model ","This is one ""nimble"" SUV. And the thought and design aspects are simply put, ""Technology that has to betest driven."" When Ford was saying - ""Quality Is Job One"" - They hit the mark with the Edge. 
","I needed to have the SYNC system updates, reprogramed at the dealership. I understand the 2012 models MyFordTouch/SYNCsound system (which is not a Ford Product) is having technical difficulties. 
","Technology that has to test driven by Mark McCormack on 01/21/2012. Trim: 2012 Ford Edge SEL AWD, Owned 1 year. Useful? ","2012 Ford",Edge
3092,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y David","Went to Ford b/c they didn't take Bush's ""Bailout"" $$.. Great looking vehicle, impressive ride/feel. Last Ford I'll by.. Dumping it after 55K miles. I live at the Service Dept. Gasket leaks, transmission fluid leaks, constant myfordtouch issues. They waited till April to send out the flash-disk as the ""FIX ALL""... You update it on your vehicle, then attempt to do the same on Ford's site only to get a message ""Our site has encountered an error"".. The GPS still doesn't work.. ","Bold, yet unique and stylish lines. Acceleration. Smooth ride. Panoramic roof. 
","Auto cruise control sensor, collision warning sensor, constant onboard computer/nav issues. Fuel economy. 
","1st and last FORD! by David on 04/01/2012. Trim: 2011 Ford Edge Limited AWD, Owned 1 year. 8 ","2011 Ford",Edge
3093,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Ja","Our 2011 FORD EDGE Limited has done nothing but impress us since we bought it. It has beautiful styling, east to use controls and very comfortable interior with ample amount of room. Performance is not lacking either. It has more than enough power to do the job. Getting up to highway speeds is a breeze. The ride is better than any other vehicle that we have owned . The steering and braking is very responsive. The safety features of this SUV are well engineered. The only issue we have had was minor difficulties with the MyFord Touch system. But since FORD sent us an upgrade package to address these issues, all seems to be doing good now. We didn't even ask for the upgrade. They just sent it to us because of a few customer complaints. So FORD Motor Company is one of those companies that actually appreciates their customers. My wife and I are very happy FORD drivers. ","Styling, comfort and performance are things that I look for in a vehicle. The 2011 EDGE Limited appealed to us in every way possible. 
","We have had minor issues with the MyFord Touch system. But recently we received a package in the mail from FORD. It was an upgrade installation packet for this system. I installed it with ease, and since then, we have not had any issues. Now our MyFord Touch system is the same version as what the factory is installing in the 2013 systems. Kudos to FORD for thinking of their customers. 
","FORD did good on this one!!! by Jason from Kansas on 03/24/2012. Trim: 2011 Ford Edge Limited FWD, Owned 1 year. 2 ","2011 Ford",Edge
3094,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Edgy crazy in Kansas","Traded in an '08 Limited which I totally loved with just a few minor things that bugged me. The 2011's floor mat on the driver's side has two hold-downs instead of one.This used to bother me because I wanted the floormat to be in the right place! The 2011 doesn't creep down the driveway when still in Drive like the'08 did, this was another minor annoyance.. With the 2011, I'm able to more safely and confidently back up because I have the back-up camera and the sensors that make noise when I near something, The back-up camera is something all cars should have. ","Looks really stand out. Lots of glances from other drivers. The 20's give it an agressive stance.The front end looks. I like the chrome and the headlight ""slits"".; 
","Nothing! Reading others' reviews I was leary of the technology-although I hadn't had any trouble with the technology in my 2008. Wouldn't you know, on the first day I owned the Edge the navigation wouldn't read the SIM card. However, when I took it to the dealer they were able to correct it in just a few minutes and it's worked great ever since. 
","Second Edge Limited by Edgy crazy in Kansas on 02/05/2012. Trim: 2011 Ford Edge Limited AWD, Owned 1 year. 2 ","2011 Ford",Edge
3095,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Vicki from Colorado","Would highly recommend the new edge! ","Love the new edge style, had traded in my 2008 edge for the 2011, like everything about. It handles terrific in the snow. 
","The only thing I do not like about the new 2011 edge is the hazard button, they should have put it in a different location. 
","Great crossover by Vicki from Colorado on 11/17/2010. Trim: 2011 Ford Edge SEL AWD, Owned less than 1 year. 2 ","2011 Ford",Edge
3096,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Kevin...... DES MOINES,IA.","Price / Quality/ FORD... BUY THIS CAR ","I am a professional auto tech. I drive alot of different medium to high end vehicles. After seeing this at my FORD dealer I ordered one to my liking. This is techically fantastic, easy to learn the MY Touch system and plenty, (305hp) of power. The ""Sport"" has a little more agressive handling, but that is what I wanted. This is a great crossover for the price. 
","The ride is a little rough on the 22"" wheels, but they look really good. It could come with HID headlamps. 
","IS THIS REAL? And a 2011? by Kevin...... DES MOINES,IA. on 11/16/2010. Trim: 2011 Ford Edge Sport AWD, Owned less than 1 year. 2 ","2011 Ford",Edge
3097,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Richard from Michigan","Very happy with my purchase but I believe some little things could have used more thinking. ","Good mileage, good handling, nice looking. 
","Little things could have used some thinking. Garage door opener is on the sun visor, have to flip it back up to open the garage door, power point in front section angled toward passengers leg so connection gets bumped. Using your personal GPS the power cord lays across the auto climate buttons and changes your settings! 
","Good but not perfect! by Richard from Michigan on 11/16/2010. Trim: 2011 Ford Edge Limited FWD, Owned less than 1 year. 1 ","2011 Ford",Edge
3098,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y smart","buy one ","great 
","everthing 
","drive one by smart one on 11/10/2010. Trim: 2011 Ford Edge SE FWD, Owned less than 1 year. 1 ","2011 Ford",Edge
3099,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Huey from Louis","Great without Sync. Less than OK with Sync. ","It drives OK. 
","I absolutely, totally, completely hate the Sync system in the 2011 Edge. It is, at best, annoying, at worst, dangerous. It is distracting and responds poorly or not at all in many instances. 
","""Edge Sync, the ultimate irritation."" by Huey from Louis on 11/28/2013. Trim: 2011 Ford Edge SEL FWD, Owned 2 years. Useful? ","2011 Ford",Edge
3100,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Bob0121us from New Jersey","Love it much better than Lexus RX 350, a lot less expensive, much better gas mileage, better backup camera (lights up the whole road) more sensors too. Great performance, handling and features for the money. My biggest complaint with Lexus was the power when passing someone on the hightway. The Edge has plenty of power which makes me feel safer when passing. I love the fact that I get 24 MPG average and 26 MPG on the highway... I haven't done any long trips yet but look forward to seeing how much MPG I can get. ","Looks, style, gas mileage, performance, stereo, handling, backup camera, sync system, are all great.... 
","The only thing I would improve upon is the texting feature has to be reset everytime I get in car with my Ipone 4S. Also, the leather quality and comfort could be better but it's not bad by any standards... It feels like a pleather but it's not. I guess it will be very durable. I also bought my 2011 SEL certified used so I don't have the HID adaptive headlights but really liked them on my Lexus RX 350. 
","Great SUV!!! by Bob0121us from New Jersey on 10/17/2013. Trim: 2011 Ford Edge SEL AWD, Owned less than 1 year. Useful? ","2011 Ford",Edge
3101,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Needed a Crossover","For families where extra cargo space trumps better fuel economy, the Edge is a tough choice to beat. Some of the smaller competition doesn't even offer significantly better mileage than the much roomier Edge. The Edge in Limited trim was just as nice as the models I looked at from luxury brands like Lexus and Infiniti. Performance and driving experience were similar enough that I could never rationalize the price difference. We were trading in a 3 series BMW, so comfort and performance were high on our list of criteria and the Edge delivered on both as well as any vehicle in the price class. ","I just recently purchased a used 2011 Edge. I looked at everything in the small and midsize cross over class and decided the Edge offered the best mix of what I was looking for. Competitors that offered more mileage also offered far less cargo space and the Edge offered the room and level of comfort I was looking for with reasonable gas mileage. There are a couple of crossovers I think have better exterior styling, but they are in the luxury segment and cost $10-15k more than a comparable Edge. The interior comfort and driving performance of the Edge Limited were just as good as the luxury model in my opinion (I bought an SEL optioned up to almost a Limited). 
","While I haven't had problems using the touch capacitive controls, I think Ford would be wise forego them and resort to older style knobs, so the choice is new tech touch screen, or old tech knobs, rather than a choice between two new tech options. Knobs would appeal to older drivers and would likely be easier to use on a bumpy road or when the driver might be wearing gloves like in winter. I gave the Edge 9's on trouble free and should others buy, based on previous positive experience with a 2009 Edge we had as a company car. That car never gave any problems, but since I just bought the 2011, I didn't feel I could give it 10's just yet. 
","Awesome mid-sized Crossover by Needed a Crossover on 10/10/2013. Trim: 2011 Ford Edge SEL AWD, Owned less than 1 year. Useful? ","2011 Ford",Edge
3102,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Carlie","Even though this Edge is a 2011 FWD and is a cheaper Model , It's a head turner. Love the car. ","All most every thing, 
","Wish I had power seats, and Roof Racks and it had auto Head Light's miss having these features. Traded in a 2008 Ford Escape XLT AWD and it had all off these. 
","""Very Classey Looking"" by Carlie on 10/09/2013. Trim: 2011 Ford Edge SEL FWD, Owned less than 1 year. Useful? ","2011 Ford",Edge
3103,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Ford Tough Girl","Great little Crossover for the price ","I love the grill, and overall style of this crossover. Before I purchased the Edge I owned a 2008 Ford Explorer-Eddie Bauer edition. Although I loved this SUV, the Edge handles better and has a more of a ""sporty"" look. I love my Edge! 
","I'm not really liking the tail lights, but that's pretty much all of my cons. It's otherwise a great little crossover 
","Cute little Crossover by Ford Tough Girl on 06/23/2013. Trim: 2011 Ford Edge SE FWD, Owned 2 years. Useful? ","2011 Ford",Edge
3104,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y 70's Enthusiast from TN","Excellent - eagerly anticipating next major refresh (2014-15?) when I'll be ready to trade in.Looking for quality upgrade in leather for next refresh. ","Looks; solid feel on the road; comfortable on long or short trips for a tall guy. Limited w/20's looks strong and handles well for a vehicle this size. Vista roof is great and remote start has spoiled me. 
","Hood is not raked so low front visibility is poor but this is minor. Need to move the emergency flashers activation switch - too easy to activate when using touch screen. 
","First New Ford - Not the Last by 70's Enthusiast from TN on 02/02/2013. Trim: 2011 Ford Edge Limited FWD, Owned 2 years. Useful? ","2011 Ford",Edge
3105,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y b","Great ","Great car, I have owned explorers prior to the edge and am very glad i changed 
","this is the second edge I have owned. Love it . One thing they did not let us know that if you spill anything where the cup holders are, that the computer system for the vehicle is right underneath the cup holders bad design 
","Ford Edge SEL by b on 10/06/2012. Trim: 2011 Ford Edge SEL AWD, Owned 1 year. Useful? ","2011 Ford",Edge
3106,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Hawkeye","This car is a joy to drive and own. Have had no problems and I love it!This is a fun car to drive- handles well and looks sharp. I have the Limited with its many features but no add-on packages. Seat adjusts to my bad back and is so very comfortable. Finally, a car that is designed with every common sense little thing that I've missed for so many years- from adequate 12 volt outlets, to a dash and console design that utilizes every space to my advantage. Mysync is wonderful- I get in and it locks on my phone and takes care of my calls. Great sound system that allows me to bring in music on a SD card or USB. I have never really been in to cars- always drove an old pickup- but I love this machine. Super quick acceleration with its 265 HP DOHC 6. I will buy another. My wife is tired of driving my old truck! ","Sound system and associated player abilities. I pay for the optional ""MySync Services"" (about $5/month) which gives me turnby turn directions, and obviates my use of my smart phone for that purpose. Back seats fold down very easily for a huge storage space. Complete control over so many options on the look and feel- including the information displayed on the dash. Seats are very comfortable with great (finally) lumbar support. Everything is designed with driver comfort and convenience in mind. 
","I am disappointed with the gas mileage (22 city, 27 on highway). My 2007 Ford 500 got 31 MPH on the highway. I know this is in part due to the overly powerfull 265 HP engine, but I would personnally sacrifice a few horsepower for a few more miles. 
","Love this ride by Hawkeye on 08/20/2012. Owned less than 1 year. Useful? ","2011 Ford",Edge
3107,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y barry","you will love this car 20,000 miles with no problems ","best car I have ever owned.very well thought out.love driving it 
","would like a lock in the cargo area to lock the car 
","great vehicle by barry on 06/20/2012. Trim: 2011 Ford Edge SEL AWD, Owned 1 year. Useful? ","2011 Ford",Edge
3108,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Or","Great crossover and well worth giving it a try. ","We purchased this vehicle in Oct. 2011, have put over 10,000 miles on it and it is all we hoped for. The comfort on a long trip,(4,500 miles) was excellent. The back-up camera really is great and makes leaving a crowded parking lot very easy. We hope to keep it as long as we did our 2004 Expedition. (7 years) 
","Getting into the vehicle is not very easy. 
","Great crossover by Oriondragon from DeLand, FL. on 06/08/2012. Trim: 2011 Ford Edge Limited FWD, Owned 1 year. Useful? ","2011 Ford",Edge
3109,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y BigUTEenvy","I downsized from an 08 Ford Expedition EL 4x4 where space was never an issue. With two kids in car seats, there is almost always some sort of space issue in the Edge. The gas mileage is good, but you can get better other places. When I purchased, I was comparing the GMC Terrain and Kia Sorrento. Looking back, I wish I would have gone with the Kia first, or the Terrain second, but got a special deal with the Ford at the time that seemed too good to be true. Its not a bad vehicle, but I would have been happier going a different direction. ","I have owned 2011 Ford Edge SE FWD for just about a year now. Overall it is a decent vehicle. The engine is very strong and makes merging onto the freeway a breeze, although your gas mileage suffers greatly when you punch it too often (averaging 23-24mpg mixed hwy and city, then have one day of ""spirited"" driving knocks you all the way back to 19 to 20). The ride is very comfortable and it handles quite well. 
","It has it's quirks. Mainly they have to deal with the stereo and the steering wheel controls. They are glichy and prone to stick occasionally and the knobs for the stereo (volume) do not always adjust the volume when it is turned. Rear seat room is nice, however the middle seat is unconfortable. The break where the 60/40 split occurs is awkward and can cause a sore ""cheek"". At first glance, cargo capacity seems adaquate but because the cargo area is so rounded, it has the ability to carry many small things but nothing of great size (height or width). Lots of torque steer in the front wheel drive version when you punch the throttle (keep your hands on the wheel...). 
","Decent, but flawed. Serves it's purpose. by BigUTEenvy on 04/24/2012. Trim: 2011 Ford Edge SE FWD, Owned 1 year. Useful? ","2011 Ford",Edge
3110,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y M Garcia from South Dakota","All in all I love my Edge! ","I had a Tahoe before this and I LOVE the gas mileage, I am a big fan of sync and the my ford touch. I have a Limited and I love all the standard features. I got the towing package and it tows my small trailer with ease. Great vehicle all around, get around great in the snow too! 
","I wish I would have gotten cooled seats as well 
","love it! by M Garcia from South Dakota on 03/27/2012. Trim: 2011 Ford Edge Limited AWD, Owned 1 year. Useful? ","2011 Ford",Edge
3111,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y An MSN Autos ","Overall, it's a great vehicle, car, truck, SUV, crossover, whatever you want to call it. We've put 24,000 miles on it in eight months and absolutely love it. It's come through in a pinch to carry a load and we feel like we're driving in luxury. It gets 23.3 mpg on combined driving (with a good amount of ""lead footing"" by myself) so we're happy with that. It's a good car. ","The comfort of the ride and the power. They've given this vehicle the best of all worlds. 
","The front roof pillars take a while to get used to as they seem to block one's view while turning. 
","A Good Car by An MSN Autos Consumer on 03/26/2012. Trim: 2011 Ford Edge SE FWD, Owned 1 year. Useful? ","2011 Ford",Edge
3112,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14045&search=MostUseful&num=52&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y An MSN Autos ","Great truck, would buy another ","The style and size 
","My touch needs work 
","great by An MSN Autos Consumer on 03/24/2012. Trim: 2011 Ford Edge SEL FWD, Owned 1 year. Useful? ","2011 Ford",Edge
